id,title,description,instructions,author/id,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,stats/comments,stats/remixes,remix/parent,remix/root
226772249,jumpingdog,Didn’t have as much time to spend on this challenge as I wanted! Currently working on another response to the challenge. But feel free to remix this one if you're feeling stuck!,Press space to make the dog jump!,2745846,https://cdn2.scratch.mit.edu/get_image/project/226772249_480x360.png,2018-05-31T18:45:19.000Z,2018-07-09T10:45:06.000Z,2018-05-31T18:58:08.000Z,23,2,1,0,0,,
235850156,"Blue Cat Group! (Getting Unstuck, Day 5)","I recently experienced food poisoning and missed seeing the ""Blue Man Group"". My friends had a hard time explaining what it was, so I've created this project of what I thought it was based on their various reports.

Rather than engage in a high-fidelity representation of jumping, I opted for a pretty simple approximation, which I achieved by stringing together several ""glide"" blocks.

Project strength? I think I have a pretty strong narrative concept! (Donuts + cats are beyond reproach.) Future work? I think I could have done better on my flaming hoop. I'm going to use Scratch's search feature to see if I can find slightly higher-fidelity flames.",Press the green flag!,39526,https://cdn2.scratch.mit.edu/get_image/project/235850156_480x360.png,2018-07-09T00:24:35.000Z,2018-07-09T11:32:17.000Z,2018-07-09T10:09:54.000Z,30,7,0,0,0,,
235838979,Getting Unstuck Day 5: Help Mr. Octopus!,"This is the first scrolling game i've made!

I spent *too* much time trying to learn about scrolling games... but I'm very proud of my project! I ended up getting very frustrated so I took a break to cook a meal. When I came back to my project, I had a lot more clarity and was able to accomplish what I'd hoped for!

The only issue I'm still having is how to ensure the user doesn't go too far left and off the screen. I would love some help thinking of how to stop this from happening!",Press the green flag and wait for the octopus to give you instructions!,19163721,https://cdn2.scratch.mit.edu/get_image/project/235838979_480x360.png,2018-07-08T19:50:37.000Z,2018-07-09T15:12:11.000Z,2018-07-08T23:35:41.000Z,23,5,2,0,0,,
235846699,Jump!,"This project was created for Day 5 of Getting Unstuck. I borrowed the jumping math from a project that I worked on with a friend at a ScratchEd meetup. I haven't used Scratch's Backpack feature much before, but this was a great way to move a snippet of code from one project to another.

Music: Starbox, ""Digital Dream (Azureflux Remix)""","Press the space bar to jump and use the left/right arrow keys to move around. 

Press the big button in the upper left hand corner to toggle modes.",56239,https://cdn2.scratch.mit.edu/get_image/project/235846699_480x360.png,2018-07-08T23:10:49.000Z,2018-07-11T00:17:43.000Z,2018-07-09T10:14:11.000Z,36,9,2,0,0,,
235823529,Falling + Feeling,"Sound remixed from: 
Steven Universe Episode S04E04 ""Mindful Education""
""Here Comes A Thought"" (from the episode): 
https://www.youtube.com/watch?v=dHg50mdODFM

My first foray into aligning sound and (admittedly bare) animation was an exciting challenge. I needed to use a BUNCH of Getting Unstuck strategies to get to this point (and I could continue tweaking this for much longer...) Some that I used throughout the day were:

- Fail A LOT
(glitches and other weird, unexpected responses can be very fun to discover, and sometimes bring something even more exciting!)

- Take A Break

- A Stack at a Time 
(you'll see that I abandoned many dancing stacks in this process -- part because it was getting hypnotizing, part isolating bugs)

- Break It Down 
(this was especially helpful when I wrote out the cues for who was singing and dancing when, which would ultimately lead to the broadcasts)

- Answer Someone's Question 
(very helpful as a fairly new scratcher to have reminders that there are plenty of things I do know, and that I can ask questions to figure out that which I don't)

- Be Inspired By Others  
(all of the Getting Unstuck projects are inspiring me so much!!)

- Help a Friend

- Talk it Through

- and JUST KEEP GOING

I'll be cleaning up inside soon (and will try to keep at least some of the event-less mind mess with notes to the side)","Press the green flag to start (:

This project continues from my Day 1 Getting Unstuck project,  'Can I Come In?'

Coming to a new place can be scary, especially alongside other challenges. Our friends have thoughts and feelings flying in a bit of a frenzy. After entering the U.S. seeking help, they're feeling a bit overwhelmed. Thankfully, they have each other for support! After some time talking about their experiences, they reach out to a caring adult and they all engage in mindful practices.

At the end, use your mouse to keep butterfly thoughts flying -- the friends will be grateful for something to watch!",25705937,https://cdn2.scratch.mit.edu/get_image/project/235823529_480x360.png,2018-07-08T13:56:41.000Z,2018-07-10T22:57:07.000Z,2018-07-09T10:51:54.000Z,23,8,2,0,0,,
235887012,Wandering Link,"If I had two more days, I would change so many things! @unseatingBread tells me it's glitchy in a special way, which is to say that there are so many things to fix, I'm not sure where to start! I had gotten basic movement working, and then thought I'd get fancy by adding gravity, and then obstacles, and then, and then...I'm reminded of my students who, in their first week, see one of the Super Mario remakes and insist that they're going to make something like that. The strategies that I should definitely have employed MORE of would be ""compromising"" and ""being a minimalist."" But hey - just because it's a public project doesn't mean it's finished! I will probably continue to tinker with it for a long time...

References:
+ https://scratch.mit.edu/projects/67727504/ by @griffpatch_tutor
+ https://en.scratch-wiki.info/wiki/Advanced_Platformer_Physics 

Link sprite sheet: https://www.deviantart.com/tiozacdasgalaxias/art/Link-Sprite-Sheet-662562870

What I wanted to implement but didn't have time for: http://error454.com/2013/10/23/platformer-physics-101-and-the-3-fundamental-equations-of-platformers/

Sounds:
+ Zelda: KHInsider
+ Mario: OrangeSounds","Definitely a work in progress, since I ran out of time to work on this yesterday. 

Arrow keys left and right to move, and up to jump. Down to face the player. Don't hit the obstacles!

Also for some reason it works better in the offline editor than online, hmmMm...",2745846,https://cdn2.scratch.mit.edu/get_image/project/235887012_480x360.png,2018-07-09T11:29:43.000Z,2018-07-11T19:13:00.000Z,2018-07-09T11:31:32.000Z,22,4,1,0,0,,
235887128,Getting Unstuck Day 5,,,32626504,https://cdn2.scratch.mit.edu/get_image/project/235887128_480x360.png,2018-07-09T11:31:14.000Z,2018-07-09T11:42:37.000Z,2018-07-09T11:42:37.000Z,9,4,0,0,0,,
235886588,Day5,,,34225248,https://cdn2.scratch.mit.edu/get_image/project/235886588_480x360.png,2018-07-09T11:23:34.000Z,2018-07-09T11:42:05.000Z,2018-07-09T11:41:09.000Z,16,3,0,0,0,,
235885455,day 5,,"press the green flag.
click right arrow for walk, up arrow to jump.
if you touched gray line 3 times game over.
so be careful.",34188789,https://cdn2.scratch.mit.edu/get_image/project/235885455_480x360.png,2018-07-09T11:06:41.000Z,2018-07-10T06:43:01.000Z,2018-07-09T11:52:47.000Z,11,3,0,0,0,,
235887069,Getting Unstuck - Day 5 ,Create a project that involves one or more sprites jumping or flying.,"Help the penguin avoid the icebergs for 30 seconds. Use the up arrow to jump. You have 3 lives.

Good luck!",86693,https://cdn2.scratch.mit.edu/get_image/project/235887069_480x360.png,2018-07-09T11:30:21.000Z,2018-07-10T11:07:59.000Z,2018-07-09T11:57:01.000Z,10,3,1,0,0,,
235888016,#GettingUnstuck5 - This cat flyies (and plays!),All sprites and costumes taken from the Scratch repository,"Press green flag and follow the instructions.

This project is part of #GettingUnstuck initiative #CreativeComputing, Day 5, ""Flying Leap""

""Create a project that involves one or more sprites jumping or flying. For example, you could animate a bird flying through the clouds or a video-game character jumping across lava.""

keys:
- left & right arrow keys to move Scratchy
- up arrow to jump
- up arrow twice to fly and enter the mini-game.
- while flying, hit the color line to walk again.",1112440,https://cdn2.scratch.mit.edu/get_image/project/235888016_480x360.png,2018-07-09T11:44:29.000Z,2018-07-18T16:15:01.000Z,2018-07-09T11:58:54.000Z,19,7,1,0,0,,
235888263,How Does a Crab Jump?,"This jumping script could be polished into a platform game. I left some variables visible and adjustable so users can tweak the behavior to something they like, and maybe learn something about the script in the process.

Using variables (in place of constant values) makes it much easier to tweak the behavior of your game, too. By adjusting them, you might use the same script for different size characters, underwater, outer space, etc.","I don't know the answer to this question, but maybe we can figure something out that looks appropriate...

Press the LEFT/RIGHT ARROW to scuttle around
Press SPACE to jump

Adjust the 'Jump Strength' slider to make the crab try to jump higher
Adjust the 'Gravity Strength' slider to change the force of gravity",27306974,https://cdn2.scratch.mit.edu/get_image/project/235888263_480x360.png,2018-07-09T11:48:12.000Z,2018-07-09T17:36:44.000Z,2018-07-09T12:31:22.000Z,31,10,9,0,0,,
