id,title,description,instructions,author/id,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,stats/comments,stats/remixes,remix/parent,remix/root
237206301,Catch 'em all (v2 - remixed!)-3,"Have spent too many hours on this today and it definitely leaves me frustrated and thinking about the experiences of students and teachers in classrooms. Currently I'm teaching in a classroom with both desktops and laptops (different models, every kid has a slightly different one), and I've run into all kinds of bugs like these, which definitely make the process of learning to code harder! ","UGH. Press the green flag to get a sense of things. I remixed a previous project so that everything falling was part of the scrolling, but ran into a TON of bugs. It works great offline; breaks differently in Chrome (can't move left/right) than it does in Firefox (where the background turns pink and giant for some reason). Debugging encouraged! (It seems like all the sprites work fine, but there's something about the way the background is blown up that Scratch hates? But also, it worked fine in the previous iteration?",2745846,https://cdn2.scratch.mit.edu/get_image/project/237206301_480x360.png,2018-07-24T01:23:11.000Z,2018-07-24T09:30:08.000Z,2018-07-24T09:29:21.000Z,23,3,1,0,0,,
237208594,"The ""See You At MIT!"" Pass-It-On Project","For Day 20 of Getting Unstuck, I decide to revisit the ""3 Favorite Things"" pass-it-on project from Day 11! I loved learning about the Getting Unstuck community. I also loved that day because people remixed the project to make it better, making each element standalone (using ""when sprite clicked"") instead of sequential (using ""broadcast and wait""). I'm starting this new pass-it-on project in this way that scales better. I hope you'll join in! And I hope to see you in person this week! ❤️✨","Click on me to find out why I'm excited about the MIT Scratch Conference, which is taking place this week! Then add yourself to this pass-it-on project!",39526,https://cdn2.scratch.mit.edu/get_image/project/237208594_480x360.png,2018-07-24T01:51:58.000Z,2018-07-24T10:24:20.000Z,2018-07-24T10:24:20.000Z,91,14,2,0,0,,
236591011,Truffle's Idea Tumbler,"updates on this iteration for Day 20:
I made a few detail edits, such as adding in spaces between the responses that Truffle joins as an idea. Sometimes when trying something new, the details are missed, and I'm glad to come back to this! I also added a feature where you can add a question to Truffle's memory. What question might bring some playful ideas?

original notes:
AHHHHH - This was my first time exploring strings and lists!
^---- that's a very excited ahhhh!

At first I wasn't even sure what the string blocks might be used for. I started off by looking at the Scratch wiki (https://en.scratch-wiki.info/wiki/String) to see what they even did. (thanks @paulinah)! Then I thought that I would create something that generated randomized text. 

The most exciting part of creating this came as I was thinking of questions to ask. As I plugged in Ask "" "" and wait, and ""add answer to list"" at least 15 times, and saw my code grow longer and longer, I wondered how I could randomize the questions so that they might appear in another order (or be repeated, for re-considering other potential responses.) I thought, if I could put them somewhere and ask for a random one, that would be great. I had just created my first list of the answers to questions. It was a sparkly realization moment when I thought ""what if I stored the *questions* in a list, too??? This way, they could both be randomized when called upon and ALSO be more organized, not making my script forever long. I was honestly feeling kind of unsure about taking on lists -- and there I was, creating lists on lists to be joined in (lovingly) weird strings! I'm excited to see where this new discovery goes!

During the recent Getting Unstuck project on changing scenes, I decided to try a ""pause and come back"" strategy in stuck moments. When I paused, I'd go in the vector editor and work on this cat face, thinking I'd surely use it for something in the future. I felt comfortable enough to play around with creating the cat while also thinking through the challenges in the project I was programming. For this challenge, I didn't spend ANY time on drawing, as I'd already created the cat. I wonder how far I would've gotten in the lists + strings exploration if I were also focusing on creating my own graphics?","After pressing the green flag, press the space bar to start.

Once Truffle has started sharing potential ideas, click on her and she'll share more (:

(update: press up arrow to add a question to Truffle's memory!)",25705937,https://cdn2.scratch.mit.edu/get_image/project/236591011_480x360.png,2018-07-17T02:02:56.000Z,2018-08-07T14:59:33.000Z,2018-07-18T10:35:56.000Z,50,16,3,0,0,,
237208177,"Visual Editor, Improved","This project was originally created for Day 14 for Getting Unstuck, and then revised for Day 20 of Getting Unstuck. I had originally set out to make a multiline text editing box, maybe even with a scroll bar. Wow, that was harder than I thought it would be. So on Day 14, I settled for the ability to enter characters.  

For Day 20, I added support for the Delete and Enter keys. Again, this was much harder than I thought it would be; it actually makes use of an undocumented Scratch feature, described here: https://scratch.mit.edu/projects/19199766/.  After concluding that there would probably not be an IPO for ""Visual Editor, Improved"", I decided that the only thing left to do before abandoning ship was to add a cool Easter egg. Enjoy!","Press the green flag and enter a brief message in the text box. Only lowercase, unaccented characters and space key accepted for now.  The delete key can be used to fix mistakes; press enter when done. 

Easter egg: What happens when you type a few words but forget to press enter for a few seconds?",56239,https://cdn2.scratch.mit.edu/get_image/project/237208177_480x360.png,2018-07-24T01:46:45.000Z,2018-07-24T17:03:13.000Z,2018-07-24T10:55:19.000Z,20,7,3,0,0,,
236909884,20,"Unstuck day 20
This is derivative of a project I began on day 13 and revised on days 14-15.  I've experimented with: connecting it to makeymakey instruments, bending notes based on the cursor's y position, separating graphix from sound, creating feedback loops through the user's microphone, and with eliminating a need for a user.

In this edition I changed the primary graphic to a spinning ball of thread. Given further time, I'd like to gamify this by creating an additional sprite that one tries to ""catch"" or grab with the fingertip. I think it will be necessary to use the timer and reset blocks to establish whether one has caught the other sprite (to distinguish it from a coincidental on stage passing-by).

An exciting discovery from this project has been the ability to use phantom sprites (e.g., no costume) to shadow other sprites, often by looping a glide instruction e.g. to the x/y of the first sprite. At this phase of iteration I may not be using any phantom sprites in a significant way, but - as we near the conclusion of GU - that's the grist on my mill. Another breakthrough from days 13-15 for me was that I could make these graphix without requiring the user to click or press down on the mouse/trackpad. The gentle fingertip and trackpad activity feels like a new Scratch experience. I'm very grateful for these discoveries! Thanks for the provocations!

Followup: made a remix for PicoBoard so the instrument can be set by a force resistant sensor connected to port D https://scratch.mit.edu/projects/237255829/","Green flag. Move fingertip on touchscreen to change note.

",33815227,https://cdn2.scratch.mit.edu/get_image/project/236909884_480x360.png,2018-07-20T04:03:17.000Z,2018-07-24T14:57:36.000Z,2018-07-24T00:47:58.000Z,14,8,1,0,0,,
237246694,day20 copy,,"Click on the green flag to start.
You have 10 seconds to multiply the two numbers displayed.",34225248,https://cdn2.scratch.mit.edu/get_image/project/237246694_480x360.png,2018-07-24T11:54:56.000Z,2018-07-24T11:55:17.000Z,2018-07-24T11:55:09.000Z,12,3,0,0,0,,
237246080,flying flowers copy,"Simply I added some costumes and a music to enjoy a moment of relax.
Thanks to Grieg for Peer Gynt.","  
Click on the green flag and on stage.",11312120,https://cdn2.scratch.mit.edu/get_image/project/237246080_480x360.png,2018-07-24T11:43:53.000Z,2018-07-24T12:12:51.000Z,2018-07-24T12:12:30.000Z,14,9,3,0,0,,
237246470,getting unstucked day20,I remix may day18 project to improve my capacity with cloning. I learn something more. Thanks to @alirb for stimulating my cuoriosity about thhese blocks,click the green flag ,25103547,https://cdn2.scratch.mit.edu/get_image/project/237246470_480x360.png,2018-07-24T11:50:49.000Z,2018-07-24T12:21:01.000Z,2018-07-24T12:21:01.000Z,6,1,0,0,0,,
237246059,Getting unstuck day 20 ,this is a copy and revised to my 13 day project of Getting unstuck !,"press green flag then Move your mouse on the flower, and u can press space to see it in another way :) !",34188789,https://cdn2.scratch.mit.edu/get_image/project/237246059_480x360.png,2018-07-24T11:43:28.000Z,2018-07-24T12:29:27.000Z,2018-07-24T12:26:12.000Z,7,2,0,0,0,,
237242777,Unstuck Day 20: Remix of Making Music ,"For my Getting Unstuck challenge Day 20 I decided to add more features to my earlier music playing project. I got stuck big time on what seems to be a bug in Scratch. If a variable is displaying below a Y position of 0 you can't get the options you should get when you right click on it. I finally figured out you only get those options if you move it above 0. Big headache!
The trickiest part of adding all these features was design. It was hard to think of ways to give the user enough information. I still think some lines on the bars would make it better to show the increments you can differentiate by.","Pick notes to play in a rhythm on the BLUE bar, then click PLAY.
Play along with your rhythm loop on the LIVE bar.
You can change both instruments on the RHYTHM and SOLO bars.
",214174,https://cdn2.scratch.mit.edu/get_image/project/237242777_480x360.png,2018-07-24T10:39:51.000Z,2018-07-24T12:30:15.000Z,2018-07-24T12:23:59.000Z,6,1,0,0,0,,
