id,title,description,instructions,author/id,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,stats/comments,stats/remixes,remix/parent,remix/root
236729012,Day or night? (v2),"A more minimalist project, remixed from an old project. I was a little pressed for time, but it was also a good reminder that these challenges are intended to be quick and easy, even if it's also so easy to get sucked into the work! 

It's also funny to go back to old projects and see how your style was different. For some reason, in the old one, my noise-dependency if it was loud was a forever loop triggered by the sound, whereas if it was soft, it was an if statement inside a forever loop. There are only two options though - why not wrap them both in the same forever loop? *headshake*",Just press the green flag!,2745846,https://cdn2.scratch.mit.edu/get_image/project/236729012_480x360.png,2018-07-18T09:41:32.000Z,2018-07-19T09:19:18.000Z,2018-07-19T09:19:18.000Z,32,9,0,0,0,,
236692482,Steven's Song!,This was so fun! I used this challenge as an opportunity to also play with the sound recordings which I hadn't used before! I wanted to make Steven come to life.  ,"Press the flag to start, and then click on Steven to get your instructions!",24267830,https://cdn2.scratch.mit.edu/get_image/project/236692482_480x360.png,2018-07-18T00:21:23.000Z,2018-07-18T02:28:21.000Z,2018-07-18T01:00:00.000Z,36,10,3,0,0,,
236675985,Chromophobia,"For Day 15 of Getting Unstuck, I imagined what Josef Albers (the great Bauhaus artist) might make with Scratch. (I'm currently reading Albers' ""Interaction of Color"".) As part of my research for this project, I came across an Atlantic article (https://www.theatlantic.com/magazine/archive/2014/12/the-secrets-of-color/382229/) about Albers. The article mentions a historical confusion, anxiety, and fear around color, described as ""chromophobia"". I thought this was a fascinating word (and cultural phenomenon); hence, the title.","Press the green flag to start.
Make sure that your computer audio is audible.
Use the slider to adjust the instrument.
Use your computer's controls to adjust volume up and down.
Watch how the square pulses vary according to instrument and volume.",39526,https://cdn2.scratch.mit.edu/get_image/project/236675985_480x360.png,2018-07-17T20:06:40.000Z,2018-07-19T10:25:13.000Z,2018-07-19T10:22:55.000Z,43,12,5,0,0,,
236801168,Amplitude,"This project was created for Day 15 of Getting Unstuck. While I was playing with an idea for a different sound-based project, I kept wondering what the ""loudness"" block was really capturing. I created a variable to display the loudness, so I could see its value. But the value was changing very quickly, and it was hard to get a sense of the individual numbers. 

So I created this project to visualize what was happening. I liked it enough that I set aside the other project idea and focused on this helpful tool instead. ",Click the green flag and make some noise. Use the time scale control to magnify. ,56239,https://cdn2.scratch.mit.edu/get_image/project/236801168_480x360.png,2018-07-19T01:24:58.000Z,2018-07-19T23:30:03.000Z,2018-07-19T10:27:52.000Z,43,19,8,0,0,,
236794148,Star Songs,"As I thought about what to create for sound detection, I wanted to see how I could have clones of something represent the shifts in sound visually. I decided to give myself a very short time limit to create a simple sprite in the vector editor (to continue exploring the drawing to programming time ratio in creating my projects). I ended up creating this star which led me to think of a twinkling night sky.

Initially I had intended to have more sensing ranges. As I would run my program, unexpected movements were happening, and the changes I was hoping for were not. I decided to simplify and just have two possibilities, above or below 30. At this point, I was able to get the visual effects I wanted (which included trying what I thought I wanted and deciding I *didn't* want that a few times) The program was running, though, so that was great! 

Boiling effects down to their most simplified and then building on that is a strategy I could probably benefit from using more. My mind often goes real big rather than starting small, and I think that I'd like to try building big and wide from simple, more easily trackable (and therefore tinkerable!), steps.","Press then green flag, and then sing (or scream, whatever you need,) to the stars! I recommend full screen (:

(you'll need to be sure your microphone is on and that scratch is allowed to use it)

(sometimes I need to refresh the page before scratch will ask for mic permission -- bug? anyone else have this issue?)",25705937,https://cdn2.scratch.mit.edu/get_image/project/236794148_480x360.png,2018-07-18T23:31:43.000Z,2018-07-19T21:18:26.000Z,2018-07-19T10:38:32.000Z,32,11,7,0,0,,
236782505,Getting Unstuck Day 15: Library Adventure,"Images from Pixabay.com
Thanks to Jhenna for playing an angry child.

I originally had trouble thinking of an idea for today's challenge. Eventually, I went with a simple idea (that deviated slightly from the prompt): a library where someone yells at you if you speak too loudly. This, of course, led to some Hogwarts-themed ideas! I tried to mimic what happens in Hogwarts if you open up a book from the restricted section...

If I had more time, I think I'd add more tempting items that shriek when opened :)","WELCOME TO THE HOGWARTS LIBRARY!

Click on the green flag to be given instructions. Stay quiet long enough and you may be tempted by books in the restricted section!

(turn your sound on and up!)",19163721,https://cdn2.scratch.mit.edu/get_image/project/236782505_480x360.png,2018-07-18T20:00:20.000Z,2018-07-19T12:47:22.000Z,2018-07-18T21:53:17.000Z,28,10,4,0,0,,
236837182,Day15,,"Click on the green flag to start.
Press arrows up and down to control volume",34225248,https://cdn2.scratch.mit.edu/get_image/project/236837182_480x360.png,2018-07-19T11:08:52.000Z,2018-07-19T11:46:19.000Z,2018-07-19T11:45:33.000Z,16,2,0,0,0,,
236838097,15,"GettingUnstuck 15: This project combines ideas from the previous two unstuck projects, in which I've been reiterating on a way of drawing on the trackpad. In this iteration, alternate between different geometric shapes using loudness. Play the arrow keys and space bar. Shapes also rotate at different speeds depending on loudness. This week, I only have a few minutes for my own Scratch projects each morning, so I'm curating the same few ideas over several days. One thing that I wish I could explore further is using advanced algorithms to make the music (note and instrument selection, sound bending, etc) and other functions smoother.

From Unstuck 14, two exciting discoveries were (1) using mouse x and mouse y to change notes, and (2) using a pointer finger on the track pad to draw without ever clicking. I want to push further with these ideas.

There is additional graphics code that had to be disassembled because they were causing the program to freeze.","Green flag, draw with fingertip on track pad.

Designed for makeymakey with grounded ring, connect to right left up down and space (see photos within). Change notes by changing mouse-x, change instruments (3 instruments available) by changing mouse-y.

Try left, up, right, space, down.",33815227,https://cdn2.scratch.mit.edu/get_image/project/236838097_480x360.png,2018-07-19T11:24:04.000Z,2018-07-19T11:49:09.000Z,2018-07-19T11:46:04.000Z,20,7,2,0,0,,
236838050,Gettingunstucked day 15,solar fractal by Quarkstar (c) copyright 2018 Licensed under a Creative Commons Attribution (3.0) license. http://dig.ccmixter.org/files/Quarkstar/57874 ,"click on the green flag and try the loudness of your voice

clicca sulla bandierina verde e prova il volume della tua voce.",25103547,https://cdn2.scratch.mit.edu/get_image/project/236838050_480x360.png,2018-07-19T11:23:06.000Z,2018-07-19T12:22:20.000Z,2018-07-19T12:01:14.000Z,12,4,0,0,0,,
209768039,Rumori colorati,Remix di un progetto sull'uso del microfono per Getting Unstuck Day 15,"Press the green flag and make some noise

La pallina rimbalza da sola e lascia una sottile traccia scura sullo schermo nero. Per far comparire colori luminosi e allargare il tratto della penna devi usare la voce. Lo sfondo diventa viola se la rumorosità supera un livello dato.",17698999,https://cdn2.scratch.mit.edu/get_image/project/209768039_480x360.png,2018-03-13T19:35:17.000Z,2018-07-20T06:42:31.000Z,2018-07-19T11:57:30.000Z,17,9,4,0,0,111844762,111844762
236836743,Unstuck Day 15: Change Background with Sound,"I made this project in response to the prompt for Challenge #15-changing background with the mic- of the Getting Unstuck initiative from the ScratchEd Team:
https://gettingunstuck.gse.harvard.edu
This was fun to set up, I hope you enjoy!
And thanks to scratcher @jsh for the idea of dynamically changing the background color with mic input.",Hey Anina is ready to dance in her room! Click the green flag to pick a song. There are 5 songs and a different dance that goes with each one. Make sure to allow the mic so the colors can respond to the music.,214174,https://cdn2.scratch.mit.edu/get_image/project/236836743_480x360.png,2018-07-19T11:02:19.000Z,2018-07-19T13:41:24.000Z,2018-07-19T12:13:24.000Z,13,1,0,0,0,,
236837994,Sounds or Silence,"A bit of fun, tweaking it to get the changes. The loudness changes too quickly to just have size or costume changes.",Press the green flag to start,30508500,https://cdn2.scratch.mit.edu/get_image/project/236837994_480x360.png,2018-07-19T11:22:00.000Z,2018-07-19T12:20:48.000Z,2018-07-19T12:18:39.000Z,21,4,0,0,0,,
236842296,Getting Unstuck Day 15,"Super rushed today and the microphone doesn't work on my laptop so I'll have to test this later.

I tried to match an appropriate scene to different loudness levels. If I get a minute later, I'll try to add a flashing effect to the nightclub lights.","Getting Unstuck Day 15

Create a project that shows different backgrounds depending on how loud the room is. ",2314547,https://cdn2.scratch.mit.edu/get_image/project/236842296_480x360.png,2018-07-19T12:34:34.000Z,2018-07-19T12:47:28.000Z,2018-07-19T12:46:19.000Z,13,4,1,0,0,,
236840430,Day 15 Angry Teacher,"Today I needed to compelte a project in a short space of time.  Ive been spending way too long.
My challenge was to create something that I could use again in my classroom.
The noise levels for sound might not be set too accuratley, but if you start in a relatively quiet room and sing 'LAAA' progressively getting louder, the sprite should change what she says in response.  The end comment for a noisy room was just a fun element I decided to add.  I might work on this a bit later and add more sounds and more elements to it. 

Enjoy.
As always, I welcome feedback.

Oh and my wow moment today was ACTUALLY getting multiple conditionals to work for me!!!!! Yippee!!!","Day 15 Unstuck with Scratch
A classroom companion to monitor classroom sound.
Click the green flag and follow the instructions.  
",24864870,https://cdn2.scratch.mit.edu/get_image/project/236840430_480x360.png,2018-07-19T12:04:28.000Z,2018-07-19T13:05:58.000Z,2018-07-19T12:30:00.000Z,8,5,0,0,0,,
236842469,Day 15 of Getting Unstuck!,Semplice progetto.,Clicca la bandiera verde e...fai silenzio ;-),10086796,https://cdn2.scratch.mit.edu/get_image/project/236842469_480x360.png,2018-07-19T12:37:13.000Z,2018-07-19T12:55:26.000Z,2018-07-19T12:54:47.000Z,18,2,0,0,0,,
236840084,Getting unstuck day 15,"My microphone does not work, so this is the maximum without sound feedback",Press the green flag and make some noise,19738986,https://cdn2.scratch.mit.edu/get_image/project/236840084_480x360.png,2018-07-19T11:58:23.000Z,2018-07-20T04:58:27.000Z,2018-07-19T13:00:46.000Z,18,2,1,0,0,,
236759668,Getting Unstuck: Day 15 — Sound Level,"Reflection

I started out doing exactly what the project of the day was. This part of it came together fairly quickly. At this point I took a moment to figure out what else I can do to create a slightly more polished product.

First, I realized I wasn't in a great environment for testing this, but I wanted it to work reliably. This led to me creating a Sensitivity slider so the project could be calibrated.

Second, I wanted the sound level to gradually decay over time.",This sketch changes backgrounds based on how loud the room is. Use the sensitivity slide to calibrate the project.,26264460,https://cdn2.scratch.mit.edu/get_image/project/236759668_480x360.png,2018-07-18T15:53:01.000Z,2018-07-20T01:23:26.000Z,2018-07-19T13:05:16.000Z,19,2,0,0,0,,
236842335,Getting Unstuck day 15,"I wanted to experiment with using the ""loudness"" to control the pen settings. Here, as the volume goes up, the pen size increases and the color changes. Also, the sprites move towards the center of the stage as the volume increases. 

This is a continuation the inspiration I had from @alirb regarding theremins a few days ago and using some of Scratch's preset variables as inputs.","click the green flag
click allow for the microphone
down arrow to clear
space to clear and reset",17767933,https://cdn2.scratch.mit.edu/get_image/project/236842335_480x360.png,2018-07-19T12:35:18.000Z,2018-07-19T13:23:17.000Z,2018-07-19T13:23:17.000Z,20,7,3,0,0,,
236845961,Unstuck Day 15,"I had trouble with this as I couldn't find the setting for allowing the microphone at first, so I decided to record a sound and then the box popped up.  I'm sure that if I had more time I could make it more interesting.  I think my next step would be to put some text on the backdrop with the words to a song, then people could sing along rather than just going ""la la la"" which is what I was doing.",Click the green flag and sing into your,3297086,https://cdn2.scratch.mit.edu/get_image/project/236845961_480x360.png,2018-07-19T13:18:12.000Z,2018-07-19T13:34:20.000Z,2018-07-19T13:34:20.000Z,17,2,0,0,0,,
236845189,#015 Getting Unstuck Loudness,I used the Scratch WIKI to help me understand how the loudness block worked.,The loudness detector.,20126730,https://cdn2.scratch.mit.edu/get_image/project/236845189_480x360.png,2018-07-19T13:11:10.000Z,2018-07-19T13:36:15.000Z,2018-07-19T13:35:27.000Z,14,3,0,0,0,,
236850163,Unstuck 15 Sensing loudness,Keeping it simple today. ,"Create a project that shows different backgrounds depending on how loud the room is.

As the loudness changes, the speaker size changes and the background changes.",19123745,https://cdn2.scratch.mit.edu/get_image/project/236850163_480x360.png,2018-07-19T14:00:39.000Z,2018-07-19T14:03:13.000Z,2018-07-19T14:03:13.000Z,12,5,3,0,0,,
236852589,Getting Unstuck: Day 15,I'm unable to test due to not having a microphone :-(,,24912473,https://cdn2.scratch.mit.edu/get_image/project/236852589_480x360.png,2018-07-19T14:26:58.000Z,2018-07-20T11:17:58.000Z,2018-07-19T14:30:09.000Z,7,2,0,0,0,2888772,2888772
236826224,Call me Frida,"Lavorando con i ritratti di Frida Kahlo a scuola, mi sono divertita: oggi ho voluto provare qualche animazione con l'uso del microfono e l'interazione a sorpresa.
Ho lavorato sulle immagini con un po' di difficoltà, ma mi sono davvero divertita. Grazie Frida!
Playing with Frida's portraits was an interesting activity realized with my classes. I tried an animation and to add an interaction.
Working on images isn't so simple, I was funny. Thank you Frida!","Bandiera verde
Fai sentire la tua voce per animare il dipinto

Green flag
Use your microphone to talk and animate this painting

Wok in progress...sorry",11312120,https://cdn2.scratch.mit.edu/get_image/project/236826224_480x360.png,2018-07-19T08:17:44.000Z,2018-07-20T07:54:56.000Z,2018-07-19T13:26:00.000Z,21,6,2,0,0,,
236851585,Getting Unstuck Day 15,,Click the green flag,13275782,https://cdn2.scratch.mit.edu/get_image/project/236851585_480x360.png,2018-07-19T14:15:46.000Z,2018-07-19T14:56:28.000Z,2018-07-19T14:56:28.000Z,12,1,0,0,0,,
