id,title,description,instructions,author/id,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,stats/comments,stats/remixes,remix/parent,remix/root
235601849,Day 2: Flower stamps!,"Originally I drew my own flower (purple circle w/ green petals) and made that move around the screen as a clone, but then I wondered how hard it would be to draw using the pen tool (I am always astounded by @scmb1's use of the pen!). The answer? Very hard! I wanted to recreate my purple circle and green oval petals, but couldn't figure out how to fill them in. Also couldn't figure out how to draw beautiful parabolas.

Anyway, eventually I sought some inspiration from others' pen drawings, poking around the Scratch ""Help with Scripts"" forum as well as just searching the community to find other pen flowers. There were many different ways to accomplish this, but since I had already succeeded in drawing pen circles, I decided to draw connecting circles with random colors in order to make flowers. 

Highly inspired by @P0lliw0g's Pen flower drawing: https://scratch.mit.edu/projects/76609616/ ","Press the green flag to start the project, then click anywhere on the screen. In order to make imperfect flowers, click close to the edges (is this a feature or a bug? TBD). Turn sound on for random notes when each flower appears.",2745846,https://cdn2.scratch.mit.edu/get_image/project/235601849_480x360.png,2018-07-05T16:47:23.000Z,2018-07-06T09:55:43.000Z,2018-07-06T09:55:43.000Z,29,6,1,0,0,,
235615393,Getting Unstuck Day 2: Flower Stamp,"**Thank you so much to @mstone326 for your help in getting unstuck! I'm so happy I was able to get this project to be what I envisioned!**

Field image from public domain pictures. 
Flower drawing loosely based off of this tutorial: https://www.drawingnow.com/tutorials/119946/how-to-draw-a-flower-step-by-step/

I had a lot of fun with this challenge! I wanted to challenge myself to learn something new, so I looked at the flower drawing tutorial and used the paint editor to make my flowers. My students always struggled with the paint editor, so I wanted to spend more time using it to see what might be frustrating for them. It was definitely more time-consuming than I thought!

What you currently see (the random colored flowers) is only one part of what I had hoped to make. I also want to make a little ""flower palette"" where you can choose what color flower to stamp. I couldn't get this to work last night because of the way I programmed the flowers to stamp (any time the background is clicked). You can see what I was trying to do if you look at my ""purple"" broadcast blocks. Would love any advice for how to make this extra part of my project work!","Press the green flag to start. Then, click where you'd like to make a flower garden!

If you'd like to add different color flowers, press the space bar and click on the color you want!",19163721,https://cdn2.scratch.mit.edu/get_image/project/235615393_480x360.png,2018-07-05T19:42:10.000Z,2018-07-09T00:23:08.000Z,2018-07-06T17:22:59.000Z,42,5,1,0,0,,
235616850,Unstuck Day 2 - Flower Surprise! ,"This was a fun project to make! I enjoyed playing around with the paint editor to create my flower—it makes me even more excited for 3.0's redesigned editor! 

The one thing I found trickey about this project was that I couldn't figure out why a flower kept popping up whenever I'd press the green button. That's why I did the ""wait x seconds"" block— I imagine it was taking the press of the green button as a 'mouse down'...Does anyone have any thoughts about a different way to approach this?","Unstuck Challenge Day 2:
Display a flower each time that the user clicks on the background. There are at least three different ways of programming this in Scratch—what will your approach be?

I wanted to play with the idea of tesselation— when you click you don't know if you will get a flower or a bird!",24267830,https://cdn2.scratch.mit.edu/get_image/project/235616850_480x360.png,2018-07-05T20:06:17.000Z,2018-07-06T16:49:17.000Z,2018-07-05T20:20:32.000Z,17,3,1,0,0,,
235590337,21 Days of Flowers,"I'm quite fond of the visual effects I played with in this project. If I had more time, I would figure out how to implement this with cloning instead of with stamping. I wanted to use cloning because I wanted the petals to fall away at some point—but I couldn't figure it out (yet!).

Credits
I found the petal via a Google Image search for ""petal"". I found the poem at poets.org: https://www.poets.org/poetsorg/poem/petals","Every time you click on the background, a flower appears. After 21 clicks (in honor of the 21 days of Getting Unstuck), a poem about petals appears, and the project resets. Everything is iterative!

",39526,https://cdn2.scratch.mit.edu/get_image/project/235590337_480x360.png,2018-07-05T15:18:40.000Z,2018-07-24T11:27:50.000Z,2018-07-06T10:01:17.000Z,69,21,9,0,0,,
235644324,Bouquet,"This project was created for day two of Getting Unstuck.

What I like about this project: 
It was fun figuring out how to generate text using Scratch. 

What I would work on, if I had more time: 
I would add a feature such that, once in a while, one of the letters in each word would have a single letter with a hint of color. ",Click the background.,56239,https://cdn2.scratch.mit.edu/get_image/project/235644324_480x360.png,2018-07-06T03:32:06.000Z,2018-07-06T14:01:40.000Z,2018-07-06T10:08:28.000Z,41,13,2,0,0,,
235674403,4 Flower Garden,"This was fun. I wanted to draw my own sprites, something I never do, and obviously I am still terrible at (I am comfortable with my terrible art abilities!) But I really wanted my flowers to appear randomly around the page, so it was fun messing around with random, and then I realized that random could fit inside broadcast! So I could make the broadcast be one of 4 randomized flowers. 
Setting up the x/y I always find it easier to use the x/y stage. However, when I switched over to something nice for flowers it looked like I had made my flowers TOO random. They were growing in the concrete. So I limited my Y coords randomness to stay inside the mulch where the flowers belonged. ",Click anywhere on the stage to create one of four flowers. ,22706156,https://cdn2.scratch.mit.edu/get_image/project/235674403_480x360.png,2018-07-06T11:11:11.000Z,2018-07-06T11:33:40.000Z,2018-07-06T11:30:11.000Z,28,5,1,0,0,,
235674621,Getting Unstuck Day 2,The fill with emptiness tool rocks.  Thank you to all the super smart people out there.,"When Green flag is pressed, simply click on the backdrop to make flowers appear.",24826697,https://cdn2.scratch.mit.edu/get_image/project/235674621_480x360.png,2018-07-06T11:14:04.000Z,2018-07-08T20:59:35.000Z,2018-07-06T11:44:09.000Z,15,4,1,0,0,,
235675752,Getting Unstuck: Day 2,"This took me back to my Logo days. I fell in love with Logo because it was a fun way to explore the beauty of geometry. If I had all day, I would create more geometrical flowers to make a Math Garden! ","Click the green flag to get started.
Click anywhere on the background to draw a flower with a stem.",17807175,https://cdn2.scratch.mit.edu/get_image/project/235675752_480x360.png,2018-07-06T11:28:52.000Z,2018-07-06T12:33:55.000Z,2018-07-06T11:54:26.000Z,18,6,2,0,0,,
235676661,Getting Unstuck Day02 - Flower Clicker,"This is a remixed (❤️) project, originally co-created this spring by students and me (a Lego flower grew next to the computer with WeDo motor also). The original was not activated by a mouse click.","Click = Flower!

Nice suggestion for a watering can. I added one!",14632339,https://cdn2.scratch.mit.edu/get_image/project/235676661_480x360.png,2018-07-06T11:41:07.000Z,2018-07-06T19:55:01.000Z,2018-07-06T11:50:01.000Z,20,4,1,0,0,,
235678171,Getting Unstuck Day2,"What did you like most about your project? I like the random size/colour. I also like brightening up that brick wall, it's crying out for some flowers in this garden. 

What would you do with it next, if you had more time? I love the idea of geometric art flowers. I'd change my sprite to use the pen function and do some flower patterns instead.",,17809789,https://cdn2.scratch.mit.edu/get_image/project/235678171_480x360.png,2018-07-06T12:00:50.000Z,2018-07-06T12:11:49.000Z,2018-07-06T12:07:27.000Z,21,4,1,0,0,,
235677200,day 2 flower surprise,I wanted the flowers to be random but in the grass but sometimes they bunch too much. How can I change that?,"Click anywhere on the grass to make flowers grow. My mother always said gardens should be planted in threes. My sister likes to coordinate colors so I compromised in slight color changes to keep color families together. Of course, a garden always needs a supervisor and of course the sun had to get in on the fun too.",124064,https://cdn2.scratch.mit.edu/get_image/project/235677200_480x360.png,2018-07-06T11:49:09.000Z,2018-07-06T14:34:31.000Z,2018-07-06T12:11:00.000Z,10,2,1,0,0,,
