id,title,description,instructions,author/id,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,stats/comments,stats/remixes,remix/parent,remix/root
235785766,Ee-volution,"@unseatingBread helped me debug some of the logic and the timing of the music. I got a little stuck on the text validation to make sure that the user couldn't accidentally put in a number outside the range of the list (but could've just randomized costumes). Scratch forums to the rescue! I also heavily relied on the Scratch wiki for my understanding of how the List blocks worked. 

***Credits***
+ All the other Pokemon projects in the Scratch community for different ideas about what evolution might look like + music.
+ KHInsider for Pokemon soundtrack music (OG - Victory + Evolution, Best of - Pokemon Theme song)
+ Images are all from Bulbapedia ","Press the green flag to start, then follow along with the prompts! In this project you can choose how you'd like to evolve your Eevee. Make sure your sound is on!",2745846,https://cdn2.scratch.mit.edu/get_image/project/235785766_480x360.png,2018-07-07T21:28:02.000Z,2018-07-09T22:36:17.000Z,2018-07-08T10:24:08.000Z,39,8,3,0,0,,
235784264,Magic!,"Major credit to @mizzpeters, @ceebee, @asparklekat, and @paulinah for encouraging me to read the Harry Potter series this year.

I feel like I learned a TON about reimplementation in this project. (The details: I had initially implemented all of the sensing logic in the monster, but that seemed to be too resource-intensive for Scratch, so I then redistributed the code across the other objects and the project was less laggy.)","Press the green flag to start.
The A key summons your wand.
The L key lights up your wand.
The E key summons your trusty patronus: the starfish.",39526,https://cdn2.scratch.mit.edu/get_image/project/235784264_480x360.png,2018-07-07T20:48:25.000Z,2018-07-24T11:26:56.000Z,2018-07-08T10:30:19.000Z,38,17,7,0,0,,
235789039,Petopticon,"This project was created for day 4 of Getting Unstuck. I made this project because I wanted to see what happens when you create the maximum number of clones that Scratch 2 supports (300). The feed transition effect is achieved by having each each of the 300 clones (a 20 x 15 grid of cells) cycle through a set of costumes. (Apologies for any glitches...it's a lot of clones.)

Would there have been easier ways to achieve this effect? Definitely.

Was is fun trying to get it to work anyway? Definitely. 

If I had more time, I would work on additional feeds with different transition effects. ","You find yourself at an unfamiliar computer terminal. What is this system, and who built it? When the menu is loaded, you realize that this is some kind of surveillance system, with numeric options. What happens when you make a selection with the keyboard?",56239,https://cdn2.scratch.mit.edu/get_image/project/235789039_480x360.png,2018-07-07T22:59:28.000Z,2018-07-08T13:48:03.000Z,2018-07-08T10:28:46.000Z,40,8,2,0,0,,
235763589,Space Happenings (In Process),"I was excited to draw some inspiration from a recent reminder of the glorious Zenon: Girl of the 21st Century with @mizzpeters and @asparklekat! The movie inspired the setting and my outfit. The cats are inspired by my actual cats, Truffle and Turnip.

As I was working on my project, I encountered a number of bugs to work through. First, I couldn't figure out why my sprite seemed to have 'disappeared' and wouldn't come back when I pressed the green flag. As a Getting Unstuck strategy, I decided to try pressing all of the keys I used for sensing to see if I could find out what was happening or working. Turns out my sprite had just gotten so small I couldn't see it anymore!

I was glad to continue playing with broadcast, which I learned with Day 3's musical project. This time around, I realized that sometimes I needed to tell a script to stop until it received another message -- by using the ""stop this script"" block.","Things are getting really weird up in space -- it seems there's been a spell cast on all in the atmosphere! I can't find my friends, can you help? After pressing the green flag, press the sprite to begin exploring in space!

(I'm definitely still working on this. I started with the prompted commands, though I'd like to create my own, too!)",25705937,https://cdn2.scratch.mit.edu/get_image/project/235763589_480x360.png,2018-07-07T13:34:54.000Z,2018-07-08T13:56:37.000Z,2018-07-08T10:33:32.000Z,29,7,1,0,0,,
235774365,Getting Unstuck Day 4: Magical Sprites!,"Thank you SO much to @culturedgirlygirl for the *gorgeous* Hogwarts illustrations! I used the backpack tool to capture Hermione, Luna, and a Hogwarts fan.

Today's reflection: I immediately thought of Harry Potter when I saw today's challenge! Getting the character to grow and shrink wasn't too hard, but I got stuck for a little while on how to get her back to normal from the transfiguration without some funky things happening. I found the _ = _ block and got excited to use ""costume=4"" to change the broadcast. I also got stuck on thinking about what would happen if people didn't type transfigure, and originally tried to do something more complicated, but I decided to keep it simple and just broadcast the message even if someone types the wrong thing.",Press the green flag to start.,19163721,https://cdn2.scratch.mit.edu/get_image/project/235774365_480x360.png,2018-07-07T17:10:36.000Z,2018-07-09T03:40:10.000Z,2018-07-08T11:09:14.000Z,16,4,2,0,0,,
235816936,Gettign Unstuck Day 4,This one was easier for me.  Love changing costumes.,"When you type the word ""change"" on the keyboard, watch what the fish does. To start again, press the letter ""q",24826697,https://cdn2.scratch.mit.edu/get_image/project/235816936_480x360.png,2018-07-08T11:13:25.000Z,2018-07-08T11:43:29.000Z,2018-07-08T11:21:40.000Z,19,8,4,0,0,,
235816971,unicorn - day 4,,,11349852,https://cdn2.scratch.mit.edu/get_image/project/235816971_480x360.png,2018-07-08T11:14:18.000Z,2018-07-08T11:41:36.000Z,2018-07-08T11:40:01.000Z,14,4,0,0,0,,
235816704,Getting Unstuck #4,"This was tricky. What I really wanted to have happen was for the user to be asked for a word, and then the beetle to take each letter of the word and apply a corresponding effect slowly, while the beetle ""said"" the word back to the user in a speech bubble. I couldn't figure out how to do it. With more time I'd try to get that to happen. I'd also make sure that every letter had a unique effect attached to it, so that every word created a unique look to the beetle.",Just type a word. The beetle will transform to represent your word. Press the space bar to clear the effects and start again.,141519,https://cdn2.scratch.mit.edu/get_image/project/235816704_480x360.png,2018-07-08T11:07:31.000Z,2018-07-08T12:17:31.000Z,2018-07-08T12:00:06.000Z,10,2,0,0,0,,
235818485,BALLERINA - G. U. Day 4,"Continuo con la mia serie di progetti semplici semplici.
Naturalmente la musica è ""Ode to code"" di Brendan Paolini.
","Clicca sulla bandierina verde per avviare il progetto.
Clicca sui tasti per vedere gli effetti sullo sprite.",13746945,https://cdn2.scratch.mit.edu/get_image/project/235818485_480x360.png,2018-07-08T11:53:22.000Z,2018-07-09T15:49:17.000Z,2018-07-08T12:06:04.000Z,8,3,0,0,0,,
235818315,Day4,,"Press b to get bigger
Press s to get smaller
Press m to change costume
Press t to play the instrument",34225248,https://cdn2.scratch.mit.edu/get_image/project/235818315_480x360.png,2018-07-08T11:48:35.000Z,2018-07-08T12:42:07.000Z,2018-07-08T12:36:47.000Z,11,1,0,0,0,,
